SIGHTINGDATE,LAT,LON,Presence,Season,SOURCE,SOURCE_DETAIL,PACKAGE_ID,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_is_observed,Frontal_is_observed,Chlorophyll_is_observed,Salinity_is_observed,Water_Mass_is_observed,Any_env_missing,Year,Month,DayOfYear,Month_sin,Month_cos
2020-09-09,42.47099,-70.24229,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_11_northatlanticrightwhale_1d,19.617926666666666,0.0,0.2312726466666666,34.648551499999996,38.0,1,1,1,0,1,1,2020,9,253,-1.0,-1.8369701987210294e-16
2020-03-27,42.255235,-70.1796283,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.8780059499999995,0.0,0.5941897476666665,33.835697,248.0,1,1,1,1,1,0,2020,3,87,1.0,6.123233995736766e-17
2019-01-09,42.25541,-70.178607,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_01_northatlanticrightwhale_1d,6.475263822222221,0.0411287925,1.0897791233333332,34.648551499999996,154.1,1,1,1,0,1,1,2019,1,9,0.4999999999999999,0.8660254037844387
2020-11-06,42.47083,-70.242287,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_12_northatlanticrightwhale_1d,11.864220499999998,0.0,0.5880458603333333,33.3823115,38.0,1,1,1,1,1,0,2020,11,311,-0.5000000000000004,0.8660254037844384
2020-01-01,42.2553933,-70.1794483,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_07_northatlanticrightwhale_1d,7.0091857555555555,0.3220061895,0.6684926896666669,34.648551499999996,121.16666666666669,1,1,1,0,1,1,2020,1,1,0.4999999999999999,0.8660254037844387
2019-06-01,31.376133,-80.839133,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_gr02_02_northatlanticrightwhale_1d,26.93808666666667,0.0,0.6606207476666667,34.648551499999996,45.0,1,1,1,0,1,1,2019,6,152,1.2246467991473532e-16,-1.0
2020-03-20,42.255235,-70.1796283,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.959335216666666,0.0,1.6018324424999997,34.299431,248.0,1,1,1,1,1,0,2020,3,80,1.0,6.123233995736766e-17
2020-02-02,42.4369267,-70.5458567,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_08_northatlanticrightwhale_1d,5.3665053470588235,0.036553,0.2800086218749999,34.166227,248.0,1,1,1,1,1,0,2020,2,33,0.8660254037844386,0.5000000000000001
2019-01-28,42.25539,-70.178843,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_02_northatlanticrightwhale_1d,5.358716742857142,0.2823990206666666,3.05096615,37.238586,199.42857142857144,1,1,1,1,1,0,2019,1,28,0.4999999999999999,0.8660254037844387
2020-07-05,42.437455,-70.545987,1,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_10_northatlanticrightwhale_1d,18.590610111111108,0.2877599502222221,0.6972285233333334,32.33199,45.833333333333336,1,1,1,1,1,0,2020,7,187,-0.4999999999999998,-0.8660254037844388
2020-08-16,42.25512,-70.178928,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_11_northatlanticrightwhale_1d,21.06881055555555,0.0,0.5103806433333333,30.495392,45.0,1,1,1,1,1,0,2020,8,229,-0.8660254037844384,-0.5000000000000004
2020-02-28,42.470965,-70.2426433,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,5.4057719,0.3389318488571428,1.4130757366666664,34.372158,387.74285714285713,1,1,1,1,1,0,2020,2,59,0.8660254037844386,0.5000000000000001
2020-02-27,42.255235,-70.1796283,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.723439549999999,0.5755452246666667,0.6931720276666666,34.648551499999996,379.6333333333333,1,1,1,0,1,1,2020,2,58,0.8660254037844386,0.5000000000000001
2019-03-30,42.25539,-70.178843,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_02_northatlanticrightwhale_1d,5.118050657142858,0.381449815,0.3774174920000001,34.648551499999996,398.45,1,1,1,0,1,1,2019,3,89,1.0,6.123233995736766e-17
2020-07-18,42.254985,-70.179125,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_10_northatlanticrightwhale_1d,18.57750788888889,0.271028028,0.6353826443333334,33.626488,69.3,1,1,1,1,1,0,2020,7,200,-0.4999999999999998,-0.8660254037844388
2019-05-04,42.2554067,-70.17901,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,7.729838077777777,0.1927631161538461,0.5479860292857143,34.648551499999996,157.85714285714286,1,1,1,0,1,1,2019,5,124,0.4999999999999999,-0.8660254037844387
2020-02-14,42.255235,-70.1796283,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.405817716666667,0.5755452246666667,0.3431672442857144,34.648551499999996,379.6333333333333,1,1,1,0,1,1,2020,2,45,0.8660254037844386,0.5000000000000001
2019-04-17,42.2554067,-70.17901,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,5.605231399999999,0.0,0.6683007703333333,34.648551499999996,248.0,1,1,1,0,1,1,2019,4,107,0.8660254037844387,-0.4999999999999998
2019-08-03,31.36749,-80.895,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,28.092695666666668,0.0,0.5069350052631579,36.5077465,45.0,1,1,1,1,1,0,2019,8,215,-0.8660254037844384,-0.5000000000000004
2019-01-21,42.25541,-70.178607,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_01_northatlanticrightwhale_1d,5.084248822222222,0.0,0.9074859526666668,34.648551499999996,160.57142857142858,1,1,1,0,1,1,2019,1,21,0.4999999999999999,0.8660254037844387
2020-03-24,42.255235,-70.1796283,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.801498433333333,0.1007596547368421,0.4519871426923077,32.932835,248.0,1,1,1,1,1,0,2020,3,84,1.0,6.123233995736766e-17
2020-04-14,42.437243,-70.54595,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_09_northatlanticrightwhale_1d,6.360541433333334,0.0,1.4031687909090909,36.97429,248.0,1,1,1,1,1,0,2020,4,105,0.8660254037844387,-0.4999999999999998
2019-03-31,42.25539,-70.178843,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_02_northatlanticrightwhale_1d,5.118050657142858,0.381449815,0.2484825066666666,34.648551499999996,398.45,1,1,1,0,1,1,2019,3,90,1.0,6.123233995736766e-17
2020-04-08,42.437243,-70.54595,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_09_northatlanticrightwhale_1d,6.33719478,0.1249391166666666,1.51862189,35.146007,63.03333333333333,1,1,1,1,1,0,2020,4,99,0.8660254037844387,-0.4999999999999998
2019-03-12,42.4708417,-70.24281,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_02_northatlanticrightwhale_1d,3.8655225888888887,0.0,0.3206346276666666,34.648551499999996,248.0,1,1,1,0,1,1,2019,3,71,1.0,6.123233995736766e-17
2020-03-18,42.255235,-70.1796283,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.583602850000001,0.0,0.7775985209999999,34.60252,248.0,1,1,1,1,1,0,2020,3,78,1.0,6.123233995736766e-17
2019-11-02,42.25553,-70.1789733,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_06_northatlanticrightwhale_1d,12.657833666666669,0.254729176,0.6703438051428571,32.825322,241.23333333333332,1,1,1,1,1,0,2019,11,306,-0.5000000000000004,0.8660254037844384
2020-01-03,42.4709883,-70.2423467,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_07_northatlanticrightwhale_1d,7.485999188888889,0.3476238282857143,0.467687,33.713741875,151.57142857142858,1,1,1,1,1,0,2020,1,3,0.4999999999999999,0.8660254037844387
2019-01-30,24.45895,-81.774133,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,22.738345777777777,1.15364538,0.1653811591428571,39.210266,251.54545454545453,1,1,1,1,1,0,2019,1,30,0.4999999999999999,0.8660254037844387
2019-08-26,42.4708733,-70.2423833,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_05_northatlanticrightwhale_1d,19.009494222222223,0.0,1.2680690466666666,31.9025495,71.0,1,1,1,1,1,0,2019,8,238,-0.8660254037844384,-0.5000000000000004
