SIGHTINGDATE,LAT,LON,Presence,Season,SOURCE,SOURCE_DETAIL,PACKAGE_ID,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_is_observed,Frontal_is_observed,Chlorophyll_is_observed,Salinity_is_observed,Water_Mass_is_observed,Any_env_missing,Year,Month,DayOfYear,Month_sin,Month_cos
2019-06-26,31.36749,-80.895,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,28.851945555555556,0.5056184011111111,0.55959324,33.4436245,208.75,1,1,1,1,1,0,2019,6,177,1.2246467991473532e-16,-1.0
2020-02-26,31.396417,-80.8904,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_04_northatlanticrightwhale_1d,13.781636666666666,0.1044018328,1.9029313166666668,34.41697,46.2,1,1,1,0,1,1,2020,2,57,0.8660254037844386,0.5000000000000001
2019-04-09,31.396417,-80.8904,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,18.51571988888889,0.0504136888888888,1.85038186,34.41697,43.0,1,1,1,0,1,1,2019,4,99,0.8660254037844387,-0.4999999999999998
2003-06-07,41.96,-69.09,1,Summer,Visual,RWSAS sightings,,10.290999500000002,0.0,0.6541016638235294,34.41697,248.0,1,1,1,0,1,1,2003,6,158,1.2246467991473532e-16,-1.0
2018-11-22,42.436838,-70.546958,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_01_northatlanticrightwhale_1d,9.035153,0.09969245,0.8085706599999999,34.41697,194.0,1,1,1,0,1,1,2018,11,326,-0.5000000000000004,0.8660254037844384
2013-03-25,42.04,-70.02,1,Spring,Visual,RWSAS sightings,,3.925,0.3893211917391305,1.022543595,33.40172,209.65217391304347,1,1,1,1,1,0,2013,3,84,1.0,6.123233995736766e-17
2019-01-01,24.45895,-81.774133,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,25.092634666666665,5.053838433333334,0.4114350903846154,34.41697,250.4,1,1,1,0,1,1,2019,1,1,0.4999999999999999,0.8660254037844387
2020-06-28,42.470772,-70.242258,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_10_northatlanticrightwhale_1d,19.264112666666666,0.0,0.6570162838095237,30.242668,38.0,1,1,1,1,1,0,2020,6,180,1.2246467991473532e-16,-1.0
2020-08-15,42.47099,-70.24229,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_11_northatlanticrightwhale_1d,20.559638111111113,0.2900399548648649,0.9157610742045452,31.09727,50.70454545454545,1,1,1,1,1,0,2020,8,228,-0.8660254037844384,-0.5000000000000004
2015-06-24,42.92,-70.44,1,Summer,Visual,RWSAS sightings,,14.97169964,3.4361560499999997,2.922140388,34.997123,164.1,1,1,1,1,1,0,2015,6,175,1.2246467991473532e-16,-1.0
2011-04-08,41.68,-69.53,1,Spring,Visual,RWSAS sightings,,5.68621418,0.0,0.7951518940000001,34.44737033333333,248.0,1,1,1,1,1,0,2011,4,98,0.8660254037844387,-0.4999999999999998
2020-05-08,42.254995,-70.17908,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_09_northatlanticrightwhale_1d,7.862915033333333,0.0,1.2130926284,34.41697,248.0,1,1,1,0,1,1,2020,5,129,0.4999999999999999,-0.8660254037844387
2007-08-16,44.72,-66.42,1,Summer,Visual,RWSAS sightings,,13.840713942857144,0.100822036,1.4664427257142856,34.41697,66.17142857142858,1,1,1,0,1,1,2007,8,228,-0.8660254037844384,-0.5000000000000004
2010-01-19,30.64,-81.31,1,Winter,Visual,RWSAS sightings,,12.30999985,1.2888362169999998,6.448850210000001,34.41697,126.73333333333332,1,1,1,0,1,1,2010,1,19,0.4999999999999999,0.8660254037844387
2020-06-02,42.254995,-70.17908,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_09_northatlanticrightwhale_1d,11.873884444444444,0.0,0.54198508,33.14388700000001,44.5,1,1,1,1,1,0,2020,6,154,1.2246467991473532e-16,-1.0
2012-01-06,42.7,-68.81,1,Winter,Visual,RWSAS sightings,,163.83499,0.0,3.1823593375000003,32.86788,248.0,1,1,1,1,1,0,2012,1,6,0.4999999999999999,0.8660254037844387
2011-11-09,44.85,-66.65,1,Fall,Visual,RWSAS sightings,,10.653333183333336,0.0,2.5160909900000004,34.41697,51.0,1,1,1,0,1,1,2011,11,313,-0.5000000000000004,0.8660254037844384
2017-08-01,47.68,-64.04,1,Summer,Visual,RWSAS sightings,,18.29449993333333,0.0,2.254653523333334,34.41697,71.0,1,1,1,0,1,1,2017,8,213,-0.8660254037844384,-0.5000000000000004
2019-05-07,42.4713583,-70.2427633,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,7.638675255555556,0.0,0.4092140948275861,34.41697,248.0,1,1,1,0,1,1,2019,5,127,0.4999999999999999,-0.8660254037844387
2011-02-22,29.61,-80.96,1,Winter,Visual,RWSAS sightings,,17.469416566666666,0.307315587,0.920681911,34.41697,47.06666666666667,1,1,1,0,1,1,2011,2,53,0.8660254037844386,0.5000000000000001
2020-05-02,42.437243,-70.54595,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_09_northatlanticrightwhale_1d,7.332489044444445,0.436551572,0.6648054146666666,32.418749999999996,164.83333333333334,1,1,1,1,1,0,2020,5,123,0.4999999999999999,-0.8660254037844387
2019-11-03,42.4369067,-70.5460133,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_06_northatlanticrightwhale_1d,12.502770444444444,0.1816647626666666,0.7093689753846154,34.41697,241.23333333333332,1,1,1,0,1,1,2019,11,307,-0.5000000000000004,0.8660254037844384
2020-02-24,42.470965,-70.2426433,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,6.104790588888889,0.3389318488571428,0.983499158,34.41697,387.74285714285713,1,1,1,0,1,1,2020,2,55,0.8660254037844386,0.5000000000000001
2020-06-11,42.254995,-70.17908,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_09_northatlanticrightwhale_1d,13.73496838888889,0.2440194058823529,0.9220072413636364,34.41697,58.09090909090909,1,1,1,0,1,1,2020,6,163,1.2246467991473532e-16,-1.0
2003-02-19,30.2,-81.27,1,Winter,Visual,RWSAS sightings,,16.354499716666663,0.204461578,3.491284219999999,34.41697,200.23333333333332,1,1,1,0,1,1,2003,2,50,0.8660254037844386,0.5000000000000001
2016-01-21,31.13,-80.75,1,Winter,Visual,RWSAS sightings,,16.0454997,0.1151841799999999,0.9290118203333334,35.539116,71.13333333333334,1,1,1,1,1,0,2016,1,21,0.4999999999999999,0.8660254037844387
2005-09-03,42.25,-70.18,1,Fall,Visual,RWSAS sightings,,19.397333,0.0,1.652179326666667,34.41697,72.0,1,1,1,0,1,1,2005,9,246,-1.0,-1.8369701987210294e-16
2019-06-14,42.4708617,-70.2424117,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_04_northatlanticrightwhale_1d,12.925957666666667,0.0,0.473345756,30.341806,241.0,1,1,1,1,1,0,2019,6,165,1.2246467991473532e-16,-1.0
2017-03-28,42.02,-70.17,1,Spring,Visual,RWSAS sightings,,4.014305486111111,0.0418417080597014,0.6632189118055556,34.41697,423.42105263157896,1,1,1,0,1,1,2017,3,87,1.0,6.123233995736766e-17
2019-01-05,42.436838,-70.546958,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_01_northatlanticrightwhale_1d,7.266825333333333,0.1418992864285714,0.4163847285714286,34.41697,38.666666666666664,1,1,1,0,1,1,2019,1,5,0.4999999999999999,0.8660254037844387
2017-06-27,47.57,-63.49,1,Summer,Visual,RWSAS sightings,,16.3955768076923,0.0,3.5206307384615387,34.41697,241.0,1,1,1,0,1,1,2017,6,178,1.2246467991473532e-16,-1.0
2017-08-22,48.54,-63.67,1,Summer,Visual,RWSAS sightings,,13.91749975,0.1420993755330882,1.38995254,34.41697,72.0,1,1,1,0,1,1,2017,8,234,-0.8660254037844384,-0.5000000000000004
2019-09-14,42.2555167,-70.179065,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_05_northatlanticrightwhale_1d,16.960076222222224,0.2992460718333333,0.6471952705882353,34.30787900000001,121.3,1,1,1,1,1,0,2019,9,257,-1.0,-1.8369701987210294e-16
2007-02-27,41.86,-70.25,1,Winter,Visual,RWSAS sightings,,0.7006666520000001,0.2195250766666666,0.963845335,34.41697,62.96666666666667,1,1,1,0,1,1,2007,2,58,0.8660254037844386,0.5000000000000001
2008-07-10,41.93,-68.13,1,Summer,Visual,RWSAS sightings,,18.899571228571425,0.5773885697142856,0.6500384539999999,34.41697,41.2,1,1,1,0,1,1,2008,7,192,-0.4999999999999998,-0.8660254037844388
2007-03-03,30.99,-81.04,1,Spring,Visual,RWSAS sightings,,16.12277733333333,0.0,2.1063088,34.41697,72.0,1,1,1,0,1,1,2007,3,62,1.0,6.123233995736766e-17
2018-12-28,24.43313,-81.93068,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,24.40052611111111,6.797190313333332,0.488060995,34.41697,209.2,1,1,1,0,1,1,2018,12,362,-2.4492935982947064e-16,1.0
2020-04-06,42.4369267,-70.5458567,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_08_northatlanticrightwhale_1d,6.058000322222223,0.0,2.1229990066666664,36.275658,51.0,1,1,1,1,1,0,2020,4,97,0.8660254037844387,-0.4999999999999998
2007-06-30,41.9,-68.42,1,Summer,Visual,RWSAS sightings,,14.955999685714284,0.0,0.8017020325714286,34.41697,38.0,1,1,1,0,1,1,2007,6,181,1.2246467991473532e-16,-1.0
