SIGHTINGDATE,LAT,LON,Presence,Season,SOURCE,SOURCE_DETAIL,PACKAGE_ID,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_is_observed,Frontal_is_observed,Chlorophyll_is_observed,Salinity_is_observed,Water_Mass_is_observed,Any_env_missing,Year,Month,DayOfYear,Month_sin,Month_cos
2019-08-22,42.4708733,-70.2423833,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_05_northatlanticrightwhale_1d,20.47982111111111,0.2731540453846154,0.6326021243333332,35.594193,70.28125,1,1,1,1,1,0,2019,8,234,-0.8660254037844384,-0.5000000000000004
2020-04-19,31.396417,-80.8904,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_04_northatlanticrightwhale_1d,20.863556,0.0,1.710983412195122,34.648551499999996,45.0,1,1,1,0,1,1,2020,4,110,0.8660254037844387,-0.4999999999999998
2019-07-16,42.2554283,-70.179015,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_04_northatlanticrightwhale_1d,20.544379333333335,0.0,0.5034262479999999,32.8276365,69.0,1,1,1,1,1,0,2019,7,197,-0.4999999999999998,-0.8660254037844388
2019-07-13,31.376133,-80.839133,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_gr02_02_northatlanticrightwhale_1d,29.132344444444445,0.0,0.8606025,34.648551499999996,307.0,1,1,1,0,1,1,2019,7,194,-0.4999999999999998,-0.8660254037844388
2020-02-10,42.255235,-70.1796283,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,6.7599792,0.5755452246666667,0.3899273,33.581993,379.6333333333333,1,1,1,1,1,0,2020,2,41,0.8660254037844386,0.5000000000000001
2020-11-01,42.25508,-70.179047,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_12_northatlanticrightwhale_1d,12.652984555555555,0.0,0.4741860320000001,30.517382,38.0,1,1,1,1,1,0,2020,11,306,-0.5000000000000004,0.8660254037844384
2020-05-07,31.396417,-80.8904,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_04_northatlanticrightwhale_1d,22.63321611111111,0.0856753836,7.740224203333336,34.648551499999996,107.08,1,1,1,0,1,1,2020,5,128,0.4999999999999999,-0.8660254037844387
2019-02-21,42.25539,-70.178843,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_02_northatlanticrightwhale_1d,5.07800291111111,0.0,1.197034752,35.0122475,248.0,1,1,1,1,1,0,2019,2,52,0.8660254037844386,0.5000000000000001
2019-04-21,42.2554067,-70.17901,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,5.985582144444445,0.0,0.3464582879999999,34.648551499999996,248.0,1,1,1,0,1,1,2019,4,111,0.8660254037844387,-0.4999999999999998
2019-06-09,42.2554283,-70.179015,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_04_northatlanticrightwhale_1d,12.701870388888889,0.2206115891666666,1.53060055,34.648551499999996,241.25925925925927,1,1,1,0,1,1,2019,6,160,1.2246467991473532e-16,-1.0
2019-01-04,24.4888,-81.666316,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,25.488315222222223,2.30119592,0.5716644074074073,34.648551499999996,361.55555555555554,1,1,1,0,1,1,2019,1,4,0.4999999999999999,0.8660254037844387
2020-02-12,42.4369267,-70.5458567,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_08_northatlanticrightwhale_1d,5.071946866666668,0.2881736203333333,0.719098157173913,34.648551499999996,409.96666666666664,1,1,1,0,1,1,2020,2,43,0.8660254037844386,0.5000000000000001
2020-12-09,31.396417,-80.8904,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_05_northatlanticrightwhale_1d,14.928683710526316,0.504327316,0.7619236936842105,37.25786425,119.56,1,1,1,1,1,0,2020,12,344,-2.4492935982947064e-16,1.0
2020-04-05,42.470965,-70.2426433,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,6.1250644111111106,0.44715136,0.5867799808695652,36.3233175,86.77777777777777,1,1,1,1,1,0,2020,4,96,0.8660254037844387,-0.4999999999999998
2020-02-13,42.255235,-70.1796283,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,6.002665266666667,0.5755452246666667,0.3431672442857144,35.793438,379.6333333333333,1,1,1,1,1,0,2020,2,44,0.8660254037844386,0.5000000000000001
2020-03-25,42.470965,-70.2426433,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,6.1364441,0.0,0.4192076749999999,34.599747,248.0,1,1,1,1,1,0,2020,3,85,1.0,6.123233995736766e-17
2020-01-10,42.4709883,-70.2423467,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_07_northatlanticrightwhale_1d,6.836524100000001,0.3472179429032259,0.5160560423076924,34.74586,321.21276595744683,1,1,1,1,1,0,2020,1,10,0.4999999999999999,0.8660254037844387
2020-04-02,42.255235,-70.1796283,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,4.95383705,0.0,1.12309366,34.648551499999996,51.0,1,1,1,0,1,1,2020,4,93,0.8660254037844387,-0.4999999999999998
2019-04-18,24.45895,-81.774133,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,26.386827333333333,5.315012913333333,0.4142616666666667,34.648551499999996,291.26666666666665,1,1,1,0,1,1,2019,4,108,0.8660254037844387,-0.4999999999999998
2020-04-02,42.470965,-70.2426433,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,5.260667622222222,0.1346543714285714,0.5867799808695652,34.648551499999996,247.8095238095238,1,1,1,0,1,1,2020,4,93,0.8660254037844387,-0.4999999999999998
2019-08-31,42.4708733,-70.2423833,1,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_05_northatlanticrightwhale_1d,19.552178333333337,0.0132200057142857,1.0881382503333334,34.648551499999996,71.0,1,1,1,0,1,1,2019,8,243,-0.8660254037844384,-0.5000000000000004
2019-03-20,42.4708417,-70.24281,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_02_northatlanticrightwhale_1d,4.2114800444444445,0.0,0.2369204539999999,34.80523,248.0,1,1,1,1,1,0,2019,3,79,1.0,6.123233995736766e-17
2019-02-13,42.25539,-70.178843,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_02_northatlanticrightwhale_1d,3.809336333333333,0.0,0.5965158,31.377804,425.0,1,1,1,1,1,0,2019,2,44,0.8660254037844386,0.5000000000000001
2019-01-29,42.4708417,-70.24281,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_02_northatlanticrightwhale_1d,5.190861325,0.0,0.6998324450000001,34.648551499999996,248.0,1,1,1,0,1,1,2019,1,29,0.4999999999999999,0.8660254037844387
2019-03-11,24.4888,-81.666316,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,25.187737,3.976305753333334,0.4663901523076922,34.648551499999996,330.6,1,1,1,0,1,1,2019,3,70,1.0,6.123233995736766e-17
2020-08-18,42.437835,-70.54602,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_11_northatlanticrightwhale_1d,19.66883,0.0,0.7479324283333333,34.012286,72.0,1,1,1,1,1,0,2020,8,231,-0.8660254037844384,-0.5000000000000004
2019-08-28,31.396417,-80.8904,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_02_northatlanticrightwhale_1d,28.24143328571429,0.12270697,2.044661266666667,34.648551499999996,65.96,1,1,1,0,1,1,2019,8,240,-0.8660254037844384,-0.5000000000000004
2019-02-08,42.4708417,-70.24281,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_02_northatlanticrightwhale_1d,5.8477477874999995,0.2095215953358925,0.8225281306666666,39.964127,248.0,1,1,1,1,1,0,2019,2,39,0.8660254037844386,0.5000000000000001
2019-01-18,42.25541,-70.178607,0,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_01_northatlanticrightwhale_1d,5.73649595,0.0,0.2257731412499999,34.648551499999996,248.0,1,1,1,0,1,1,2019,1,18,0.4999999999999999,0.8660254037844387
2020-04-09,42.437243,-70.54595,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_09_northatlanticrightwhale_1d,6.287991000000001,0.4418011366666666,0.48589548,35.64964,207.0,1,1,1,1,1,0,2020,4,100,0.8660254037844387,-0.4999999999999998
2019-04-18,42.2554067,-70.17901,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,5.985582144444445,0.0,0.6683007703333333,34.648551499999996,248.0,1,1,1,0,1,1,2019,4,108,0.8660254037844387,-0.4999999999999998
2019-03-15,42.25539,-70.178843,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_02_northatlanticrightwhale_1d,4.115732811111111,0.0445414466666666,1.5340823275609756,34.648551499999996,248.0,1,1,1,0,1,1,2019,3,74,1.0,6.123233995736766e-17
2019-05-20,42.2554067,-70.17901,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,9.084547388888888,0.2353981536666666,1.1695474900000002,34.648551499999996,81.06666666666666,1,1,1,0,1,1,2019,5,140,0.4999999999999999,-0.8660254037844387
2019-04-28,42.2554067,-70.17901,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,6.300977933333333,0.0,0.0647102026666666,34.648551499999996,248.0,1,1,1,0,1,1,2019,4,118,0.8660254037844387,-0.4999999999999998
