DATE_KEY,LAT_KEY,LON_KEY,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_source,Frontal_source,Chlorophyll_source,Salinity_source
2017-02-09,42.15,-70.39,2.96,0.1809164485714285,1.7679349,,413.37142857142857,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2002-12-14,30.58,-81.06,18.68239964,0.1662931799999999,3.187129310714285,,71.84,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2017-07-02,42.35,-68.97,19.7374162,0.0,0.6353891596666669,,38.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2009-09-27,41.05,-71.83,19.20052058333333,0.3946646447619047,15.6869225,,69.75,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2006-05-13,42.48,-70.7,8.79124975,,,,,MODIS_AQUA_3_day.sst,,,
2013-12-26,30.39,-80.98,20.294117529411768,0.1967563091304348,0.7401738773333334,,69.375,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2011-06-29,41.04,-70.62,19.1462854,0.0,0.932469944,,71.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2006-12-20,31.08,-80.96,17.12349983333333,0.4150923956666667,0.7466421806666668,,40.1,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2002-10-05,30.4,-81.28,28.92559956,0.49958932,4.917904172,,65.96,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2002-10-16,41.25,-70.09,16.0921874375,0.3921762916666666,3.58006194,,46.6875,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2017-11-18,41.74,-69.83,10.847499766666663,0.0,1.0147974656666667,,248.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
