SIGHTINGDATE,LAT,LON,SOURCE,Presence,Season,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_ID,Water_Mass_Name
2019-04-11,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-12,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-13,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-14,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-15,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-16,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-17,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-18,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-20,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-21,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-22,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-23,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-24,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-25,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-28,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-29,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-30,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-05-01,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-05-02,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-05-05,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-05-09,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-05-20,42.2554067,-70.17901,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-10-06,42.47083,-70.242287,Acoustic,1,Fall,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-02-08,42.25539,-70.178843,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-02-13,42.25539,-70.178843,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-02-15,42.25539,-70.178843,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-02-17,42.25539,-70.178843,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-02-21,42.25539,-70.178843,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-02-22,42.25539,-70.178843,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-02-27,42.25539,-70.178843,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-01,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-03,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-09,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-11,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-15,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-16,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-17,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-20,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-24,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-25,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-27,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-30,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-03-31,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-02,42.25539,-70.178843,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-10,42.470965,-70.2426433,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-11,42.470965,-70.2426433,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-13,42.470965,-70.2426433,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-19,42.470965,-70.2426433,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-28,42.470965,-70.2426433,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-05,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-14,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-17,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-22,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-23,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-24,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-25,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-26,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-27,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-29,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-30,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-02,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-05,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-06,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-07,42.470965,-70.2426433,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-07-05,42.437455,-70.545987,Acoustic,1,Summer,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-08,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-10,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-12,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-13,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-15,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-19,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-22,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-23,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-24,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-04-30,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-05-09,42.4713583,-70.2427633,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2019-08-19,42.2555167,-70.179065,Acoustic,1,Summer,22.243074380165286,0.033241540277189445,1.1556504474576268,32.330708,1,Warm/Salty
2020-04-08,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-09,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-10,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-12,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-13,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-15,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-16,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-17,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-19,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-20,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-21,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-26,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-04-30,42.254995,-70.17908,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2018-12-16,31.396417,-80.8904,Acoustic,1,Winter,6.753867768595041,0.0245203996704806,2.0372659945945943,35.1947,2,Cold/Fresh
2018-12-27,31.396417,-80.8904,Acoustic,1,Winter,6.753867768595041,0.0245203996704806,2.0372659945945943,35.1947,2,Cold/Fresh
2019-01-14,31.396417,-80.8904,Acoustic,1,Winter,5.685630385487528,0.08798295289429559,1.4849223540540541,35.471336,2,Cold/Fresh
2020-02-07,42.4369267,-70.5458567,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-11,42.4369267,-70.5458567,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-12,42.4369267,-70.5458567,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-15,42.4369267,-70.5458567,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-02-16,42.4369267,-70.5458567,Acoustic,1,Winter,6.140454545454546,0.06514598989960971,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-11,42.4369267,-70.5458567,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-12,42.4369267,-70.5458567,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-13,42.4369267,-70.5458567,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-17,42.4369267,-70.5458567,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
2020-03-18,42.4369267,-70.5458567,Acoustic,1,Spring,6.121053719008264,0.0735013737448553,1.2938664376068376,33.581993,0,Temperate/Mixed
