SIGHTINGDATE,LAT,LON,Presence,SOURCE,SOURCE_DETAIL,PACKAGE_ID,Season,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,SST_is_observed,Frontal_is_observed,Chlorophyll_is_observed,Salinity_is_observed,Any_env_missing
2019-04-09,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-09,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-10,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-10,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-10,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-10,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-10,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-10,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-10,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-11,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-11,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-11,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-11,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-11,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-11,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-11,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-12,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-12,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-12,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-12,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-12,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-12,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-12,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-13,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-13,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-13,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-13,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-13,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-13,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-13,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-14,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-14,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-14,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-14,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-14,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-14,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-14,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-15,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-15,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-15,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-15,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-15,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-15,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-15,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-16,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-16,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-16,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-16,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-16,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-16,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-16,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-17,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-17,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-17,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-17,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-17,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-17,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-17,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-18,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-18,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-18,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-18,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-18,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-18,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-18,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-19,24.43313,-81.93068,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-19,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-19,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-19,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-19,42.2554067,-70.17901,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-19,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-19,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-20,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-20,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-20,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-20,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-20,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-20,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-21,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-21,24.4888,-81.666316,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk02_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-21,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-21,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-21,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-21,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-22,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-22,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-22,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-22,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-22,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-23,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-23,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-23,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-23,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-23,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-24,24.45895,-81.774133,0,Acoustic,SanctSound/NOAA daily product,sanctsound_fk03_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-24,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-24,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-24,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-24,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-25,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-25,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-25,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-25,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-26,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-26,42.2554067,-70.17901,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-26,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-26,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-27,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-27,42.2554067,-70.17901,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-27,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-27,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-28,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-28,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-28,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-28,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-29,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-29,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-29,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-29,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-30,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-30,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-30,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-04-30,42.4713583,-70.2427633,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-01,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_01_northatlanticrightwhale_1d|sanctsound_gr01_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-01,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-01,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-01,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-02,31.36749,-80.895,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-02,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-02,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-02,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-02,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-03,31.36749,-80.895,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-03,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-03,42.2554067,-70.17901,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-03,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-03,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-04,31.36749,-80.895,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-04,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-04,42.2554067,-70.17901,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-04,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-04,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-05,31.36749,-80.895,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-05,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-05,42.2554067,-70.17901,1,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-05,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-05,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-06,31.36749,-80.895,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-06,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-06,42.2554067,-70.17901,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-06,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-06,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-07,31.36749,-80.895,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-07,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-07,42.2554067,-70.17901,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-07,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-07,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-08,31.36749,-80.895,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-08,31.396417,-80.8904,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-08,42.2554067,-70.17901,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-08,42.4371,-70.5467833,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-08,42.4713583,-70.2427633,0,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
2019-05-09,31.36749,-80.895,0,Acoustic,SanctSound/NOAA daily product,sanctsound_gr03_02_northatlanticrightwhale_1d,Spring,,,,,0,0,0,0,1
