Id,Date,GROUPSIZE,Lat,Lon,CERTAINTY,CATEGORY,MOM_CALF,DUPLICATE,Presence,SST,Chlorophyll,Salinity,Bathymetry
,2002-04-14,,41.13728,-67.12089,,,,,0,11.211,,32.77298096873513,-64.0
,2002-04-14,,41.76492,-68.74697,,,,,0,10.911,,32.852784460807186,-170.0
,2002-04-14,,41.19539,-72.07409,,,,,0,13.797,,31.9063435822506,-81.0
,2002-04-14,,43.49427,-69.35345,,,,,0,10.637,,32.44082783973067,-145.0
,2002-04-14,,40.81402,-72.02178,,,,,0,14.725999999999999,,32.19727677832744,-40.0
8358.0,2002-04-15,1.0,41.78,-70.55,Definite,Opportunistic,No,,1,,,32.364788795471185,25.0
,2002-04-15,,40.66568,-68.07137,,,,,0,12.216,,32.493910505215396,-83.0
,2002-04-15,,43.58404,-68.55706,,,,,0,9.684,,32.405515106497674,-136.0
,2002-04-15,,41.63893,-67.99781,,,,,0,11.466,,32.78720006287402,-33.0
,2002-04-15,,42.51034,-69.21396,,,,,0,10.958,,32.62209649365248,-230.0
8367.0,2002-04-17,2.0,41.69,-69.26,Definite,Dedicated Eg Aerial,No,,1,10.881,,32.55844792480469,-190.0
8366.0,2002-04-17,2.0,41.68,-69.29,Definite,Dedicated Eg Aerial,No,,1,10.874,,32.56435030517578,-188.0
8365.0,2002-04-17,1.0,41.68,-69.24,Definite,Dedicated Eg Aerial,No,,1,10.878,,32.56855689086914,-188.0
8364.0,2002-04-17,2.0,41.69,-69.23,Definite,Dedicated Eg Aerial,No,,1,10.882,,32.568931585693356,-188.0
8363.0,2002-04-17,1.0,41.6,-69.27,Definite,Dedicated Eg Aerial,No,,1,10.841,,32.60531358337402,-153.0
8362.0,2002-04-17,1.0,41.51,-69.17,Definite,Dedicated Eg Aerial,No,,1,10.823,,32.66753168334961,-159.0
8361.0,2002-04-17,3.0,42.46,-70.4,Definite,Dedicated Eg Aerial,No,,1,11.795,,30.993316001892083,-75.0
8360.0,2002-04-17,2.0,42.32,-70.37,Definite,Whale watch,No,,1,11.917,,31.16052889251708,-69.0
8359.0,2002-04-17,3.0,42.32,-70.32,Definite,US Coast Guard,No,,1,11.876999999999999,,31.28313692474367,-38.0
,2002-04-17,,42.41847,-65.99488,,,,,0,9.593,,31.84157977268845,-229.0
,2002-04-17,,40.53586,-72.18379,,,,,0,15.414,,32.37293467992964,-55.0
,2002-04-17,,40.89682,-71.78355,,,,,0,14.533,,32.424626960310825,-46.0
,2002-04-17,,42.33556,-66.09535,,,,,0,9.544,,31.876594613059133,-252.0
,2002-04-17,,40.11923,-70.10598,,,,,0,14.767999999999999,,33.62779337071267,-134.0
,2002-04-17,,42.44537,-68.3342,,,,,0,10.923,,32.73592241875515,-199.0
,2002-04-17,,43.00817,-67.17175,,,,,0,9.817,,32.637047741531255,-241.0
,2002-04-17,,40.51482,-67.0732,,,,,0,15.197,,33.10191286567847,-523.0
,2002-04-17,,40.96179,-67.99018,,,,,0,11.440999999999999,,32.39116097324702,-51.0
,2002-04-17,,40.7557,-69.2866,,,,,0,10.368,,32.66922290193451,-55.0
,2002-04-17,,39.70212,-71.33246,,,,,0,16.118000000000002,,35.108822101656486,-1620.0
,2002-04-17,,43.15175,-69.8627,,,,,0,11.09,,31.824970799898317,-177.0
,2002-04-17,,40.22954,-67.0947,,,,,0,16.211,,33.7164190689823,-2108.0
,2002-04-17,,39.91458,-68.83836,,,,,0,15.29,,33.790237315626115,-1719.0
,2002-04-17,,41.09768,-67.96636,,,,,0,11.564,,32.403179163503026,-41.0
,2002-04-17,,39.42675,-70.6631,,,,,0,17.183,,35.82874008883553,-2540.0
,2002-04-17,,40.4527,-70.66538,,,,,0,14.612,,33.1400799694476,-79.0
,2002-04-17,,40.883,-72.08382,,,,,0,14.991,,32.0862867411885,-34.0
,2002-04-17,,40.96552,-66.37746,,,,,0,13.936,,32.68794006477251,-746.0
,2002-04-17,,39.05649,-70.42776,,,,,0,18.407,,36.17235263998069,-2824.0
,2002-04-17,,42.32901,-69.56497,,,,,0,11.349,,32.2311783659727,-234.0
,2002-04-17,,41.62142,-66.85356,,,,,0,10.368,,32.86983576712647,-64.0
,2002-04-17,,42.96322,-69.22986,,,,,0,10.927,,32.75221344751471,-206.0
,2002-04-17,,41.69019,-66.50319,,,,,0,9.722999999999999,,32.579435819895934,-49.0
